<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.02.18	06:56:00	4934.27	4934.68	4933.67	4934.18	112	0	17
2026.02.18	06:57:00	4934.19	4934.19	4932.77	4933.99	94	0	17
2026.02.18	06:58:00	4934.00	4934.21	4932.41	4933.42	140	0	18
2026.02.18	06:59:00	4933.44	4934.66	4933.17	4934.04	97	0	17
2026.02.18	07:00:00	4934.05	4938.49	4934.05	4938.45	137	0	18
2026.02.18	07:01:00	4938.44	4938.64	4936.63	4936.64	129	0	16
2026.02.18	07:02:00	4936.60	4936.75	4935.48	4935.76	91	0	18
2026.02.18	07:03:00	4935.73	4936.16	4934.92	4935.09	84	0	18
2026.02.18	07:04:00	4935.08	4935.08	4933.53	4934.56	83	0	17
2026.02.18	07:05:00	4934.53	4935.06	4933.44	4933.44	122	0	18
2026.02.18	07:06:00	4933.43	4934.12	4933.16	4933.73	124	0	18
2026.02.18	07:07:00	4933.60	4933.60	4930.72	4933.09	120	0	18
2026.02.18	07:08:00	4933.11	4933.22	4932.12	4932.87	132	0	18
2026.02.18	07:09:00	4932.25	4932.25	4930.75	4931.75	200	0	17
2026.02.18	07:10:00	4931.74	4932.87	4929.97	4932.43	155	0	16
2026.02.18	07:11:00	4932.46	4933.46	4932.16	4932.81	106	0	19
2026.02.18	07:12:00	4932.82	4934.28	4931.99	4933.77	117	0	18
2026.02.18	07:13:00	4933.79	4933.79	4932.41	4932.73	108	0	19
2026.02.18	07:14:00	4932.68	4933.45	4931.17	4933.19	131	0	20
2026.02.18	07:15:00	4933.15	4933.58	4932.83	4932.96	141	0	20
2026.02.18	07:16:00	4933.05	4933.05	4932.44	4932.89	101	0	19
2026.02.18	07:17:00	4932.85	4932.94	4931.62	4932.02	152	0	19
2026.02.18	07:18:00	4932.03	4932.59	4932.03	4932.59	102	0	18
2026.02.18	07:19:00	4932.62	4933.36	4932.41	4933.26	131	0	19
2026.02.18	07:20:00	4933.28	4934.96	4933.26	4934.11	162	0	18
2026.02.18	07:21:00	4934.09	4934.39	4933.77	4934.37	88	0	17
2026.02.18	07:22:00	4934.36	4934.45	4933.81	4934.10	102	0	17
2026.02.18	07:23:00	4934.09	4934.28	4933.80	4934.21	84	0	17
2026.02.18	07:24:00	4934.20	4936.88	4934.20	4936.73	79	0	18
2026.02.18	07:25:00	4936.72	4936.72	4935.52	4936.12	55	0	18
2026.02.18	07:26:00	4936.08	4936.82	4935.83	4936.82	90	0	18
2026.02.18	07:27:00	4936.87	4939.40	4936.55	4937.17	185	0	18
2026.02.18	07:28:00	4937.25	4937.50	4934.90	4934.92	126	0	18
2026.02.18	07:29:00	4934.82	4935.71	4934.69	4935.38	136	0	17
2026.02.18	07:30:00	4935.38	4936.56	4935.27	4935.59	88	0	18
2026.02.18	07:31:00	4935.60	4936.48	4935.34	4936.18	99	0	19
2026.02.18	07:32:00	4936.19	4936.40	4935.24	4935.40	82	0	18
2026.02.18	07:33:00	4935.42	4936.03	4935.32	4936.01	73	0	19
2026.02.18	07:34:00	4935.96	4936.52	4935.81	4935.81	72	0	17
2026.02.18	07:35:00	4935.94	4936.68	4935.94	4936.36	60	0	18
2026.02.18	07:36:00	4936.35	4936.35	4935.23	4936.06	81	0	17
2026.02.18	07:37:00	4936.10	4936.13	4935.51	4936.13	81	0	18
2026.02.18	07:38:00	4936.07	4938.71	4936.07	4938.61	95	0	18
2026.02.18	07:39:00	4938.60	4939.99	4938.60	4938.85	156	0	18
2026.02.18	07:40:00	4938.86	4939.04	4935.98	4938.76	200	0	18
2026.02.18	07:41:00	4938.74	4939.17	4937.56	4938.53	86	0	16
2026.02.18	07:42:00	4938.52	4938.52	4936.60	4936.91	77	0	18
2026.02.18	07:43:00	4936.96	4937.15	4935.65	4935.75	39	0	18
2026.02.18	07:44:00	4935.77	4936.15	4934.55	4934.84	104	0	16
2026.02.18	07:45:00	4934.85	4935.18	4933.94	4934.19	126	0	18
2026.02.18	07:46:00	4934.22	4934.51	4933.94	4933.99	81	0	18
2026.02.18	07:47:00	4934.01	4935.34	4933.90	4934.43	113	0	19
2026.02.18	07:48:00	4934.43	4935.32	4934.43	4934.77	79	0	18
2026.02.18	07:49:00	4934.76	4936.12	4934.46	4935.73	78	0	16
2026.02.18	07:50:00	4935.84	4935.86	4935.36	4935.74	74	0	19
2026.02.18	07:51:00	4935.77	4936.43	4935.68	4936.41	81	0	20
2026.02.18	07:52:00	4936.34	4937.00	4935.64	4937.00	95	0	17
2026.02.18	07:53:00	4937.04	4938.66	4937.04	4937.46	72	0	18
2026.02.18	07:54:00	4937.36	4937.40	4935.90	4936.98	97	0	17
2026.02.18	07:55:00	4936.96	4937.29	4935.80	4935.81	108	0	18
2026.02.18	07:56:00	4935.82	4935.82	4935.54	4935.78	43	0	19
2026.02.18	07:57:00	4935.74	4935.75	4934.85	4934.95	94	0	18
2026.02.18	07:58:00	4934.94	4935.42	4934.60	4935.01	53	0	18
2026.02.18	07:59:00	4935.10	4935.10	4933.13	4933.36	127	0	18
2026.02.18	08:00:00	4933.35	4934.22	4933.28	4933.55	146	0	18
2026.02.18	08:01:00	4933.56	4933.56	4928.68	4930.88	227	0	18
2026.02.18	08:02:00	4930.83	4932.09	4930.72	4930.86	209	0	18
2026.02.18	08:03:00	4930.92	4932.68	4930.65	4932.45	174	0	20
2026.02.18	08:04:00	4932.44	4932.74	4931.11	4932.04	204	0	18
2026.02.18	08:05:00	4932.11	4932.49	4931.52	4931.83	135	0	18
2026.02.18	08:06:00	4931.84	4931.85	4929.87	4930.31	148	0	16
2026.02.18	08:07:00	4930.30	4931.21	4930.08	4930.39	74	0	17
2026.02.18	08:08:00	4930.40	4930.72	4926.47	4928.54	225	0	16
2026.02.18	08:09:00	4928.59	4928.77	4927.06	4927.68	155	0	16
2026.02.18	08:10:00	4927.73	4928.96	4927.66	4927.71	111	0	18
2026.02.18	08:11:00	4927.70	4929.57	4927.63	4928.72	117	0	17
2026.02.18	08:12:00	4928.74	4928.92	4927.20	4927.23	114	0	16
2026.02.18	08:13:00	4927.24	4927.51	4926.07	4926.63	169	0	16
2026.02.18	08:14:00	4926.69	4927.65	4926.33	4926.79	217	0	17
2026.02.18	08:15:00	4926.80	4927.66	4926.74	4927.23	136	0	18
2026.02.18	08:16:00	4927.28	4927.36	4926.73	4927.33	63	0	17
2026.02.18	08:17:00	4927.30	4927.30	4925.11	4925.60	105	0	16
2026.02.18	08:18:00	4925.57	4927.21	4925.32	4926.95	143	0	18
2026.02.18	08:19:00	4926.93	4927.98	4925.92	4927.63	147	0	19
2026.02.18	08:20:00	4927.62	4929.09	4927.06	4928.80	212	0	18
2026.02.18	08:21:00	4928.82	4929.34	4928.81	4929.16	74	0	18
2026.02.18	08:22:00	4929.19	4931.97	4929.19	4930.75	110	0	18
2026.02.18	08:23:00	4930.74	4932.09	4930.18	4930.96	172	0	18
2026.02.18	08:24:00	4931.04	4932.00	4931.04	4931.42	120	0	19
2026.02.18	08:25:00	4931.43	4932.52	4931.40	4932.39	128	0	18
2026.02.18	08:26:00	4932.41	4932.52	4931.05	4931.41	142	0	17
2026.02.18	08:27:00	4931.44	4931.95	4931.23	4931.46	103	0	18
2026.02.18	08:28:00	4931.48	4931.86	4931.48	4931.64	107	0	18
2026.02.18	08:29:00	4931.63	4931.64	4930.26	4930.46	115	0	17
2026.02.18	08:30:00	4930.47	4932.39	4930.04	4932.39	142	0	17
2026.02.18	08:31:00	4932.34	4932.38	4930.27	4930.63	154	0	18
2026.02.18	08:32:00	4930.64	4930.85	4928.50	4930.25	194	0	18
2026.02.18	08:33:00	4930.29	4930.96	4928.32	4928.65	126	0	17
2026.02.18	08:34:00	4928.39	4928.39	4926.80	4927.07	88	0	17
2026.02.18	08:35:00	4927.27	4927.90	4926.84	4927.51	122	0	19
2026.02.18	08:36:00	4927.53	4929.33	4927.53	4929.25	151	0	18
2026.02.18	08:37:00	4929.26	4929.26	4928.16	4928.68	128	0	18
2026.02.18	08:38:00	4928.69	4929.39	4928.19	4928.44	141	0	18
2026.02.18	08:39:00	4928.45	4928.65	4928.05	4928.60	121	0	18
2026.02.18	08:40:00	4928.59	4930.20	4928.21	4930.20	138	0	19
2026.02.18	08:41:00	4930.19	4931.46	4929.88	4931.45	112	0	18
2026.02.18	08:42:00	4931.46	4932.53	4930.80	4932.51	118	0	18
2026.02.18	08:43:00	4932.50	4932.75	4931.41	4931.51	84	0	18
2026.02.18	08:44:00	4931.52	4932.04	4929.61	4931.03	123	0	17
2026.02.18	08:45:00	4931.02	4932.46	4931.02	4932.13	98	0	18
2026.02.18	08:46:00	4932.14	4934.02	4932.14	4934.02	79	0	17
2026.02.18	08:47:00	4934.03	4934.57	4932.90	4932.99	99	0	17
2026.02.18	08:48:00	4932.99	4934.35	4932.56	4934.33	77	0	18
2026.02.18	08:49:00	4934.34	4936.06	4934.30	4935.64	97	0	17
2026.02.18	08:50:00	4935.63	4936.09	4933.42	4934.12	156	0	18
2026.02.18	08:51:00	4934.13	4935.28	4934.13	4934.37	94	0	17
2026.02.18	08:52:00	4934.38	4935.90	4934.30	4935.90	48	0	18
2026.02.18	08:53:00	4935.65	4935.82	4934.33	4934.57	84	0	18
2026.02.18	08:54:00	4934.59	4934.96	4934.57	4934.94	60	0	17
2026.02.18	08:55:00	4934.95	4935.23	4932.39	4932.88	100	0	17
2026.02.18	08:56:00	4932.84	4933.75	4932.71	4932.75	73	0	17
2026.02.18	08:57:00	4932.76	4932.82	4931.88	4932.10	110	0	16
2026.02.18	08:58:00	4932.11	4932.40	4932.08	4932.35	60	0	18
2026.02.18	08:59:00	4932.27	4932.27	4930.56	4930.74	90	0	17
2026.02.18	09:00:00	4930.63	4931.41	4930.06	4931.07	181	0	18
2026.02.18	09:01:00	4931.12	4932.60	4931.10	4932.14	115	0	16
2026.02.18	09:02:00	4932.17	4933.41	4931.81	4933.41	94	0	17
2026.02.18	09:03:00	4933.48	4934.71	4933.13	4933.92	74	0	17
2026.02.18	09:04:00	4933.97	4935.21	4933.95	4934.86	56	0	16
2026.02.18	09:05:00	4934.87	4935.18	4933.39	4934.18	155	0	17
2026.02.18	09:06:00	4934.19	4938.93	4934.19	4938.54	142	0	17
2026.02.18	09:07:00	4938.51	4938.80	4938.15	4938.76	118	0	16
2026.02.18	09:08:00	4938.75	4939.01	4937.35	4937.59	159	0	17
2026.02.18	09:09:00	4937.58	4938.56	4937.58	4938.44	83	0	17
2026.02.18	09:10:00	4938.41	4938.53	4937.40	4937.57	86	0	17
2026.02.18	09:11:00	4937.56	4937.56	4936.20	4936.93	162	0	16
2026.02.18	09:12:00	4936.87	4936.88	4935.36	4936.74	129	0	16
2026.02.18	09:13:00	4936.65	4939.07	4936.65	4938.81	163	0	18
2026.02.18	09:14:00	4938.83	4942.22	4938.14	4938.43	253	0	17
2026.02.18	09:15:00	4938.44	4939.52	4937.86	4937.97	215	0	16
2026.02.18	09:16:00	4937.96	4939.45	4937.85	4938.17	177	0	17
2026.02.18	09:17:00	4938.16	4938.36	4936.20	4938.34	199	0	16
2026.02.18	09:18:00	4938.33	4938.42	4937.89	4938.00	64	0	17
2026.02.18	09:19:00	4937.98	4937.98	4934.17	4934.19	128	0	16
2026.02.18	09:20:00	4934.24	4935.29	4933.81	4934.43	136	0	16
2026.02.18	09:21:00	4934.40	4935.24	4934.36	4934.64	48	0	17
2026.02.18	09:22:00	4934.70	4935.19	4933.36	4933.36	48	0	16
2026.02.18	09:23:00	4933.37	4935.22	4932.50	4935.00	167	0	16
2026.02.18	09:24:00	4935.01	4935.95	4934.95	4935.28	133	0	17
2026.02.18	09:25:00	4935.27	4935.98	4933.48	4934.40	135	0	16
2026.02.18	09:26:00	4934.31	4934.99	4934.02	4934.28	84	0	18
2026.02.18	09:27:00	4934.20	4935.22	4934.07	4935.22	71	0	18
2026.02.18	09:28:00	4935.25	4938.49	4934.96	4938.49	208	0	16
2026.02.18	09:29:00	4938.51	4941.41	4938.51	4939.03	134	0	17
2026.02.18	09:30:00	4938.97	4939.35	4936.73	4937.18	164	0	18
2026.02.18	09:31:00	4937.17	4939.72	4937.17	4939.41	147	0	17
2026.02.18	09:32:00	4939.37	4940.50	4939.29	4939.96	145	0	18
2026.02.18	09:33:00	4939.92	4939.97	4937.64	4938.88	150	0	16
2026.02.18	09:34:00	4938.89	4939.89	4938.12	4938.40	80	0	16
2026.02.18	09:35:00	4938.66	4939.09	4938.51	4938.51	34	0	18
2026.02.18	09:36:00	4938.73	4939.95	4938.55	4939.69	87	0	17
2026.02.18	09:37:00	4939.65	4940.53	4939.33	4939.46	82	0	17
2026.02.18	09:38:00	4939.51	4939.75	4939.37	4939.66	28	0	18
2026.02.18	09:39:00	4939.61	4940.12	4936.92	4937.01	92	0	16
2026.02.18	09:40:00	4937.03	4937.04	4934.92	4935.38	118	0	18
2026.02.18	09:41:00	4935.46	4935.46	4934.44	4934.56	38	0	18
2026.02.18	09:42:00	4934.52	4934.52	4933.87	4934.15	79	0	18
2026.02.18	09:43:00	4934.11	4934.31	4933.87	4934.00	62	0	18
2026.02.18	09:44:00	4934.07	4934.39	4933.91	4934.05	62	0	17
2026.02.18	09:45:00	4934.03	4934.37	4933.76	4934.01	61	0	17
2026.02.18	09:46:00	4934.14	4935.54	4933.82	4933.90	69	0	16
2026.02.18	09:47:00	4933.85	4934.40	4933.31	4933.76	97	0	16
2026.02.18	09:48:00	4933.52	4933.52	4930.65	4930.99	108	0	16
2026.02.18	09:49:00	4931.02	4932.03	4931.02	4931.85	98	0	17
2026.02.18	09:50:00	4931.90	4932.03	4930.96	4931.48	66	0	17
2026.02.18	09:51:00	4931.49	4931.59	4931.07	4931.07	86	0	16
2026.02.18	09:52:00	4930.98	4931.08	4930.10	4930.69	91	0	17
2026.02.18	09:53:00	4930.72	4931.09	4930.45	4930.61	43	0	18
2026.02.18	09:54:00	4930.60	4931.02	4929.87	4930.18	73	0	17
2026.02.18	09:55:00	4930.21	4930.99	4930.03	4930.98	90	0	16
2026.02.18	09:56:00	4930.97	4931.24	4929.94	4930.18	85	0	17
2026.02.18	09:57:00	4930.19	4930.25	4929.80	4929.91	82	0	18
2026.02.18	09:58:00	4929.84	4930.06	4929.14	4930.01	75	0	17
2026.02.18	09:59:00	4929.98	4930.79	4929.32	4930.25	125	0	16
2026.02.18	10:00:00	4930.26	4931.86	4930.26	4931.86	266	0	16
2026.02.18	10:01:00	4931.85	4932.10	4930.60	4930.74	284	0	16
2026.02.18	10:02:00	4930.73	4931.78	4930.67	4931.78	162	0	16
2026.02.18	10:03:00	4931.79	4932.25	4931.54	4931.82	154	0	16
2026.02.18	10:04:00	4931.80	4931.82	4929.42	4929.96	189	0	16
2026.02.18	10:05:00	4929.97	4930.81	4927.24	4929.39	160	0	16
2026.02.18	10:06:00	4929.40	4930.90	4929.28	4929.58	114	0	17
2026.02.18	10:07:00	4929.59	4929.68	4927.07	4928.15	108	0	17
2026.02.18	10:08:00	4928.06	4929.00	4927.91	4928.41	68	0	16
2026.02.18	10:09:00	4928.45	4929.69	4926.79	4929.61	129	0	16
2026.02.18	10:10:00	4929.63	4930.05	4929.35	4929.70	87	0	17
2026.02.18	10:11:00	4929.64	4931.07	4929.64	4931.00	86	0	16
2026.02.18	10:12:00	4930.99	4931.03	4929.11	4929.53	96	0	16
2026.02.18	10:13:00	4929.52	4929.93	4929.14	4929.34	54	0	16
2026.02.18	10:14:00	4929.35	4930.01	4928.29	4929.41	65	0	16
2026.02.18	10:15:00	4929.33	4929.36	4928.52	4928.87	53	0	16
2026.02.18	10:16:00	4929.01	4929.09	4928.02	4928.20	88	0	16
2026.02.18	10:17:00	4928.21	4928.38	4927.46	4927.49	86	0	16
2026.02.18	10:18:00	4927.47	4927.58	4925.28	4926.06	92	0	16
2026.02.18	10:19:00	4926.09	4926.96	4923.95	4926.16	152	0	16
2026.02.18	10:20:00	4926.17	4926.22	4924.79	4924.98	112	0	17
2026.02.18	10:21:00	4924.99	4926.43	4924.88	4925.15	89	0	16
2026.02.18	10:22:00	4925.15	4925.52	4923.58	4925.50	135	0	16
2026.02.18	10:23:00	4925.55	4925.89	4924.46	4924.97	102	0	16
2026.02.18	10:24:00	4924.98	4926.99	4924.98	4926.67	103	0	16
2026.02.18	10:25:00	4926.60	4927.59	4926.51	4927.31	107	0	17
2026.02.18	10:26:00	4927.34	4927.73	4925.80	4925.80	140	0	16
2026.02.18	10:27:00	4925.87	4926.51	4925.28	4925.33	111	0	16
2026.02.18	10:28:00	4925.27	4925.51	4922.68	4924.68	130	0	16
2026.02.18	10:29:00	4924.81	4926.35	4924.81	4925.95	147	0	17
2026.02.18	10:30:00	4925.96	4926.48	4924.96	4925.80	122	0	16
2026.02.18	10:31:00	4925.82	4926.14	4923.59	4925.70	142	0	16
2026.02.18	10:32:00	4925.77	4926.57	4925.26	4925.74	69	0	16
2026.02.18	10:33:00	4925.98	4925.98	4923.13	4923.83	108	0	16
2026.02.18	10:34:00	4923.91	4924.14	4921.35	4924.14	195	0	16
2026.02.18	10:35:00	4924.18	4925.13	4922.42	4924.92	149	0	16
2026.02.18	10:36:00	4924.93	4926.21	4924.58	4926.02	128	0	16
2026.02.18	10:37:00	4925.87	4926.50	4925.54	4925.69	112	0	16
2026.02.18	10:38:00	4925.54	4925.85	4924.33	4925.14	142	0	16
2026.02.18	10:39:00	4925.12	4926.07	4924.78	4925.60	117	0	16
2026.02.18	10:40:00	4925.58	4926.22	4925.19	4925.52	80	0	17
2026.02.18	10:41:00	4925.54	4925.54	4922.64	4925.45	116	0	16
2026.02.18	10:42:00	4925.47	4926.96	4925.30	4926.06	127	0	16
2026.02.18	10:43:00	4926.03	4926.11	4922.24	4923.09	111	0	18
2026.02.18	10:44:00	4923.10	4923.10	4919.45	4921.24	224	0	16
2026.02.18	10:45:00	4921.29	4922.73	4920.60	4921.30	150	0	16
2026.02.18	10:46:00	4921.33	4922.38	4919.33	4919.44	191	0	17
2026.02.18	10:47:00	4919.45	4921.24	4919.45	4920.79	173	0	16
2026.02.18	10:48:00	4920.80	4921.71	4920.00	4920.12	245	0	16
2026.02.18	10:49:00	4920.11	4921.67	4920.05	4921.20	184	0	17
2026.02.18	10:50:00	4921.20	4921.21	4919.21	4920.25	200	0	16
2026.02.18	10:51:00	4920.26	4921.31	4919.35	4919.75	113	0	16
2026.02.18	10:52:00	4919.76	4920.04	4918.49	4918.89	113	0	16
2026.02.18	10:53:00	4918.98	4921.36	4918.33	4921.35	101	0	16
2026.02.18	10:54:00	4921.34	4921.66	4920.77	4921.03	87	0	18
2026.02.18	10:55:00	4921.04	4921.22	4919.25	4920.23	122	0	18
2026.02.18	10:56:00	4920.13	4921.71	4920.10	4921.68	62	0	18
2026.02.18	10:57:00	4921.70	4922.06	4920.11	4921.39	85	0	18
2026.02.18	10:58:00	4921.38	4922.10	4919.12	4919.41	162	0	16
2026.02.18	10:59:00	4919.39	4920.11	4916.69	4917.18	247	0	16
2026.02.18	11:00:00	4917.17	4919.31	4917.17	4918.53	250	0	16
2026.02.18	11:01:00	4918.55	4920.13	4918.31	4919.85	247	0	16
2026.02.18	11:02:00	4919.86	4920.55	4917.71	4918.01	217	0	16
2026.02.18	11:03:00	4917.97	4918.55	4917.21	4917.81	187	0	16
2026.02.18	11:04:00	4917.83	4917.83	4914.55	4915.09	197	0	16
2026.02.18	11:05:00	4915.04	4916.49	4914.87	4915.94	181	0	16
2026.02.18	11:06:00	4915.89	4916.07	4913.00	4913.10	193	0	16
2026.02.18	11:07:00	4913.12	4916.39	4913.02	4916.39	209	0	16
2026.02.18	11:08:00	4916.44	4918.53	4916.44	4918.16	208	0	16
2026.02.18	11:09:00	4918.18	4920.00	4917.23	4918.70	153	0	16
2026.02.18	11:10:00	4918.71	4919.12	4918.29	4918.61	159	0	16
2026.02.18	11:11:00	4918.54	4918.89	4916.81	4917.89	156	0	16
2026.02.18	11:12:00	4918.16	4918.34	4917.24	4917.39	134	0	16
2026.02.18	11:13:00	4917.35	4917.35	4916.32	4916.59	96	0	16
2026.02.18	11:14:00	4916.57	4916.97	4915.64	4916.75	186	0	16
2026.02.18	11:15:00	4916.74	4917.19	4915.76	4916.38	163	0	16
2026.02.18	11:16:00	4916.40	4917.30	4914.69	4916.72	189	0	16
2026.02.18	11:17:00	4916.74	4916.84	4915.75	4916.40	129	0	16
2026.02.18	11:18:00	4916.39	4916.39	4913.06	4913.89	168	0	16
2026.02.18	11:19:00	4913.90	4916.12	4913.87	4915.77	95	0	17
2026.02.18	11:20:00	4915.78	4917.10	4915.23	4917.07	115	0	16
2026.02.18	11:21:00	4917.10	4917.45	4916.10	4916.52	112	0	16
2026.02.18	11:22:00	4916.53	4917.44	4916.27	4917.03	73	0	16
2026.02.18	11:23:00	4917.05	4921.29	4916.99	4921.29	196	0	16
2026.02.18	11:24:00	4921.28	4922.95	4920.94	4922.89	160	0	16
2026.02.18	11:25:00	4922.91	4923.04	4920.60	4920.80	192	0	16
2026.02.18	11:26:00	4920.78	4921.67	4920.36	4921.67	134	0	17
2026.02.18	11:27:00	4921.66	4921.91	4920.33	4921.74	132	0	16
2026.02.18	11:28:00	4921.71	4922.43	4921.35	4922.02	183	0	17
2026.02.18	11:29:00	4921.98	4922.28	4920.86	4921.34	145	0	17
2026.02.18	11:30:00	4921.36	4923.06	4921.36	4921.58	187	0	17
2026.02.18	11:31:00	4921.59	4922.54	4920.76	4921.77	126	0	16
2026.02.18	11:32:00	4921.80	4922.09	4919.72	4920.55	104	0	16
2026.02.18	11:33:00	4920.52	4920.80	4918.90	4918.95	169	0	17
2026.02.18	11:34:00	4918.97	4919.03	4916.36	4916.66	161	0	16
2026.02.18	11:35:00	4916.88	4918.49	4916.27	4918.49	154	0	17
2026.02.18	11:36:00	4918.47	4918.87	4917.49	4917.94	123	0	17
2026.02.18	11:37:00	4917.98	4918.03	4917.39	4917.46	41	0	16
2026.02.18	11:38:00	4917.52	4919.04	4917.50	4917.94	112	0	16
2026.02.18	11:39:00	4917.93	4918.34	4916.63	4916.95	99	0	17
2026.02.18	11:40:00	4916.94	4918.42	4916.94	4918.36	108	0	16
2026.02.18	11:41:00	4918.35	4918.97	4918.12	4918.96	137	0	16
2026.02.18	11:42:00	4918.97	4920.07	4918.61	4920.05	118	0	17
2026.02.18	11:43:00	4920.03	4920.48	4919.72	4920.28	80	0	17
2026.02.18	11:44:00	4920.27	4920.67	4920.26	4920.64	55	0	16
2026.02.18	11:45:00	4920.63	4921.23	4920.13	4921.23	140	0	16
2026.02.18	11:46:00	4921.01	4921.01	4919.13	4919.39	149	0	16
2026.02.18	11:47:00	4919.38	4920.62	4919.18	4919.29	92	0	16
2026.02.18	11:48:00	4919.35	4920.06	4919.14	4920.06	105	0	18
2026.02.18	11:49:00	4920.04	4920.04	4919.26	4919.76	94	0	18
2026.02.18	11:50:00	4919.75	4919.75	4916.78	4917.25	135	0	16
2026.02.18	11:51:00	4917.28	4918.15	4917.28	4917.85	74	0	16
2026.02.18	11:52:00	4917.84	4919.33	4917.83	4918.97	119	0	16
2026.02.18	11:53:00	4918.96	4919.21	4918.33	4918.73	92	0	16
2026.02.18	11:54:00	4918.74	4922.21	4918.70	4920.63	120	0	16
2026.02.18	11:55:00	4920.64	4921.32	4920.57	4921.31	83	0	16
2026.02.18	11:56:00	4921.26	4921.65	4920.69	4921.13	156	0	16
2026.02.18	11:57:00	4921.01	4921.22	4919.73	4919.94	118	0	16
2026.02.18	11:58:00	4919.93	4919.93	4918.69	4918.82	133	0	17
2026.02.18	11:59:00	4918.83	4919.07	4916.20	4917.30	201	0	16
2026.02.18	12:00:00	4917.31	4919.30	4916.75	4918.10	163	0	16
2026.02.18	12:01:00	4918.08	4919.02	4917.62	4919.01	103	0	17
2026.02.18	12:02:00	4919.16	4919.87	4918.57	4919.27	122	0	16
2026.02.18	12:03:00	4919.31	4920.22	4919.26	4920.09	125	0	16
2026.02.18	12:04:00	4920.06	4921.81	4919.28	4921.70	113	0	16
2026.02.18	12:05:00	4921.69	4923.63	4920.63	4921.55	217	0	16
2026.02.18	12:06:00	4921.56	4922.97	4921.56	4922.01	195	0	16
2026.02.18	12:07:00	4921.99	4922.13	4920.65	4920.65	181	0	16
2026.02.18	12:08:00	4920.64	4921.99	4920.64	4921.43	133	0	16
2026.02.18	12:09:00	4921.45	4923.79	4921.13	4922.70	227	0	16
2026.02.18	12:10:00	4922.66	4923.67	4921.93	4923.21	290	0	16
2026.02.18	12:11:00	4923.20	4924.38	4922.13	4923.66	276	0	16
2026.02.18	12:12:00	4923.67	4923.79	4922.64	4922.83	178	0	16
2026.02.18	12:13:00	4922.82	4922.82	4920.72	4921.00	150	0	16
2026.02.18	12:14:00	4921.04	4921.12	4919.23	4920.13	154	0	16
2026.02.18	12:15:00	4920.12	4920.51	4919.24	4919.62	140	0	16
2026.02.18	12:16:00	4919.61	4921.29	4918.96	4920.82	188	0	16
2026.02.18	12:17:00	4920.77	4921.44	4919.81	4920.62	151	0	16
2026.02.18	12:18:00	4920.63	4920.91	4917.95	4917.95	184	0	16
2026.02.18	12:19:00	4917.96	4919.93	4917.96	4919.45	220	0	16
2026.02.18	12:20:00	4919.52	4919.79	4917.90	4919.48	254	0	16
2026.02.18	12:21:00	4919.46	4920.99	4919.36	4920.99	156	0	16
2026.02.18	12:22:00	4920.96	4923.76	4920.94	4923.17	162	0	17
2026.02.18	12:23:00	4923.15	4924.41	4922.72	4922.74	176	0	16
2026.02.18	12:24:00	4922.75	4923.49	4922.21	4922.60	157	0	16
2026.02.18	12:25:00	4922.55	4922.86	4920.78	4921.75	214	0	16
2026.02.18	12:26:00	4921.76	4921.77	4919.86	4921.38	247	0	16
2026.02.18	12:27:00	4921.56	4923.13	4920.83	4922.54	186	0	16
2026.02.18	12:28:00	4922.61	4922.86	4920.67	4921.08	184	0	16
2026.02.18	12:29:00	4921.06	4921.49	4920.01	4921.49	195	0	16
2026.02.18	12:30:00	4921.29	4921.31	4915.60	4915.84	278	0	16
2026.02.18	12:31:00	4916.73	4918.86	4915.49	4918.20	152	0	16
2026.02.18	12:32:00	4918.06	4918.47	4915.56	4918.47	221	0	16
2026.02.18	12:33:00	4918.46	4919.16	4917.31	4917.60	247	0	16
2026.02.18	12:34:00	4917.61	4918.66	4916.94	4917.03	211	0	16
2026.02.18	12:35:00	4917.02	4917.46	4914.40	4917.10	284	0	16
2026.02.18	12:36:00	4917.17	4917.26	4915.22	4916.80	207	0	16
2026.02.18	12:37:00	4917.13	4917.46	4913.30	4913.32	233	0	16
2026.02.18	12:38:00	4913.32	4914.37	4909.38	4914.32	233	0	16
2026.02.18	12:39:00	4914.33	4915.19	4913.79	4914.15	211	0	16
2026.02.18	12:40:00	4914.13	4915.09	4911.33	4911.50	176	0	16
2026.02.18	12:41:00	4911.51	4913.50	4910.59	4913.41	168	0	17
2026.02.18	12:42:00	4913.35	4913.50	4910.56	4911.71	160	0	16
2026.02.18	12:43:00	4911.76	4911.99	4910.47	4911.28	204	0	17
2026.02.18	12:44:00	4911.26	4912.22	4911.08	4912.09	155	0	17
2026.02.18	12:45:00	4912.04	4913.63	4912.04	4912.97	123	0	16
2026.02.18	12:46:00	4912.98	4913.57	4912.10	4912.75	67	0	17
2026.02.18	12:47:00	4912.74	4913.57	4912.42	4913.28	83	0	16
2026.02.18	12:48:00	4913.33	4913.48	4912.43	4913.21	48	0	17
2026.02.18	12:49:00	4913.19	4913.27	4912.38	4912.94	44	0	18
2026.02.18	12:50:00	4912.97	4913.39	4912.91	4912.98	57	0	16
2026.02.18	12:51:00	4912.97	4912.97	4910.58	4911.20	81	0	16
2026.02.18	12:52:00	4911.24	4911.55	4910.36	4910.96	86	0	16
